custom_id,twitter_handle,bigram
263,RepFinkenauer,"(health,care)"
263,RepFinkenauer,"(care,act)"
263,RepFinkenauer,"(million,americans)"
263,RepFinkenauer,"(pre,existing)"
263,RepFinkenauer,"(existing,conditions)"
263,RepFinkenauer,"(health,care)"
263,RepFinkenauer,"(proud,cosponsor)"
263,RepFinkenauer,"(passed,house)"
263,RepFinkenauer,"(anti,semitism)"
263,RepFinkenauer,"(press,conference)"
263,RepFinkenauer,"(town,halls)"
263,RepFinkenauer,"(white,house)"
263,RepFinkenauer,"(town,hall)"
263,RepFinkenauer,"(common,sense)"
263,RepFinkenauer,"(social,security)"
263,RepFinkenauer,"(happy,easter)"
263,RepFinkenauer,"(paying,jobs)"
263,RepFinkenauer,"(100,days)"
263,RepFinkenauer,"(100,days)"
263,RepFinkenauer,"(free,internet)"
263,RepFinkenauer,"(proud,support)"
263,RepFinkenauer,"(pre,existing)"
263,RepFinkenauer,"(existing,conditions)"
263,RepFinkenauer,"(proud,stand)"
263,RepFinkenauer,"(subcommittee,hearing)"
263,RepFinkenauer,"(congressional,art)"
263,RepFinkenauer,"(art,competition)"
263,RepFinkenauer,"(public,service)"
263,RepFinkenauer,"(passed,house)"
263,RepFinkenauer,"(house,representatives)"
263,RepFinkenauer,"(health,care)"
263,RepFinkenauer,"(pre,existing)"
263,RepFinkenauer,"(existing,conditions)"
263,RepFinkenauer,"(clean,water)"
263,RepFinkenauer,"(rural,communities)"
263,RepFinkenauer,"(looking,forward)"
263,RepFinkenauer,"(social,security)"
263,RepFinkenauer,"(21st,century)"
263,RepFinkenauer,"(common,sense)"
263,RepFinkenauer,"(subcommittee,hearing)"
263,RepFinkenauer,"(looking,forward)"
263,RepFinkenauer,"(federal,agency)"
263,RepFinkenauer,"(issues,facing)"
263,RepFinkenauer,"(white,house)"
263,RepFinkenauer,"(climate,change)"
263,RepFinkenauer,"(national,emergency)"
263,RepFinkenauer,"(president,trump)"
263,RepFinkenauer,"(national,emergency)"
263,RepFinkenauer,"(lives,lost)"
263,RepFinkenauer,"(move,forward)"
263,RepFinkenauer,"(common,sense)"
263,RepFinkenauer,"(proud,join)"
263,RepFinkenauer,"(house,representatives)"
263,RepFinkenauer,"(house,floor)"
263,RepFinkenauer,"(committee,hearing)"
263,RepFinkenauer,"(government,shutdown)"
263,RepFinkenauer,"(civil,rights)"
263,RepFinkenauer,"(federal,agency)"
263,RepFinkenauer,"(mobile,office)"
263,RepFinkenauer,"(office,hours)"
263,RepFinkenauer,"(paycheck,fairness)"
263,RepFinkenauer,"(fairness,act)"
263,RepFinkenauer,"(look,forward)"
263,RepFinkenauer,"(equal,pay)"
263,RepFinkenauer,"(federal,employees)"
263,RepFinkenauer,"(act,2019)"
263,RepFinkenauer,"(continue,fight)"
263,RepFinkenauer,"(affordable,housing)"
263,RepFinkenauer,"(create,jobs)"
263,RepFinkenauer,"(health,care)"
263,RepFinkenauer,"(rural,communities)"
263,RepFinkenauer,"(house,floor)"
263,RepFinkenauer,"(house,floor)"
263,RepFinkenauer,"(rural,communities)"
263,RepFinkenauer,"(proud,stand)"
263,RepFinkenauer,"(federal,workers)"
263,RepFinkenauer,"(health,care)"
516,RepSpanberger,"(116th,congress)"
516,RepSpanberger,"(mental,health)"
516,RepSpanberger,"(21st,century)"
516,RepSpanberger,"(proud,join)"
516,RepSpanberger,"(climateactionnow,act)"
516,RepSpanberger,"(passed,house)"
516,RepSpanberger,"(climateactionnow,act)"
516,RepSpanberger,"(passed,house)"
516,RepSpanberger,"(national,security)"
516,RepSpanberger,"(climateactionnow,act)"
516,RepSpanberger,"(national,security)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(forward,continuing)"
516,RepSpanberger,"(subcommittee,hearing)"
516,RepSpanberger,"(watch,live)"
516,RepSpanberger,"(subcommittee,hearing)"
516,RepSpanberger,"(watch,live)"
516,RepSpanberger,"(economic,growth)"
516,RepSpanberger,"(public,health)"
516,RepSpanberger,"(health,insurance)"
516,RepSpanberger,"(proud,stand)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(public,health)"
516,RepSpanberger,"(health,insurance)"
516,RepSpanberger,"(public,health)"
516,RepSpanberger,"(health,insurance)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(drug,prices)"
516,RepSpanberger,"(public,health)"
516,RepSpanberger,"(proud,join)"
516,RepSpanberger,"(natural,resources)"
516,RepSpanberger,"(anti,semitism)"
516,RepSpanberger,"(prescription,drugs)"
516,RepSpanberger,"(looking,forward)"
516,RepSpanberger,"(2019,congressional)"
516,RepSpanberger,"(congressional,art)"
516,RepSpanberger,"(art,competition)"
516,RepSpanberger,"(national,parks)"
516,RepSpanberger,"(proud,support)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(town,halls)"
516,RepSpanberger,"(public,health)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(social,security)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(forward,seeing)"
516,RepSpanberger,"(clean,water)"
516,RepSpanberger,"(public,lands)"
516,RepSpanberger,"(climate,change)"
516,RepSpanberger,"(natural,resources)"
516,RepSpanberger,"(national,security)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(sri,lanka)"
516,RepSpanberger,"(continue,fight)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(town,halls)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(human,rights)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(federal,government)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(rural,communities)"
516,RepSpanberger,"(2019,congressional)"
516,RepSpanberger,"(congressional,art)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(town,halls)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(economic,growth)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(116th,congress)"
516,RepSpanberger,"(prescription,drug)"
516,RepSpanberger,"(dc,office)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(proud,join)"
516,RepSpanberger,"(100,days)"
516,RepSpanberger,"(continue,support)"
516,RepSpanberger,"(common,sense)"
516,RepSpanberger,"(passed,house)"
516,RepSpanberger,"(21st,century)"
516,RepSpanberger,"(21st,century)"
516,RepSpanberger,"(watch,live)"
516,RepSpanberger,"(bipartisan,bill)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(natural,resources)"
516,RepSpanberger,"(access,quality)"
516,RepSpanberger,"(quality,affordable)"
516,RepSpanberger,"(prescription,drugs)"
516,RepSpanberger,"(bipartisan,legislation)"
516,RepSpanberger,"(prescription,drugs)"
516,RepSpanberger,"(look,forward)"
516,RepSpanberger,"(watch,live)"
516,RepSpanberger,"(congressional,art)"
516,RepSpanberger,"(art,competition)"
516,RepSpanberger,"(town,halls)"
516,RepSpanberger,"(rural,communities)"
516,RepSpanberger,"(proud,join)"
516,RepSpanberger,"(rural,communities)"
516,RepSpanberger,"(medical,care)"
516,RepSpanberger,"(rural,communities)"
516,RepSpanberger,"(town,hall)"
516,RepSpanberger,"(town,hall)"
242,RepKinzinger,"(unemployment,rate)"
242,RepKinzinger,"(proud,cosponsor)"
242,RepKinzinger,"(bipartisan,legislation)"
242,RepKinzinger,"(border,security)"
242,RepKinzinger,"(sri,lanka)"
242,RepKinzinger,"(look,forward)"
242,RepKinzinger,"(loved,ones)"
242,RepKinzinger,"(american,people)"
242,RepKinzinger,"(signed,law)"
242,RepKinzinger,"(discharge,petition)"
242,RepKinzinger,"(born,alive)"
242,RepKinzinger,"(american,people)"
242,RepKinzinger,"(dc,office)"
242,RepKinzinger,"(task,force)"
242,RepKinzinger,"(president,trump)"
242,RepKinzinger,"(law,enforcement)"
242,RepKinzinger,"(move,forward)"
242,RepKinzinger,"(issues,facing)"
242,RepKinzinger,"(american,people)"
242,RepKinzinger,"(special,counsel)"
242,RepKinzinger,"(president,trump)"
242,RepKinzinger,"(victims,families)"
242,RepKinzinger,"(house,democrats)"
242,RepKinzinger,"(border,security)"
242,RepKinzinger,"(anti,semitism)"
242,RepKinzinger,"(2019,congressional)"
242,RepKinzinger,"(congressional,art)"
242,RepKinzinger,"(art,competition)"
242,RepKinzinger,"(school,students)"
242,RepKinzinger,"(look,forward)"
242,RepKinzinger,"(forward,seeing)"
242,RepKinzinger,"(house,passed)"
242,RepKinzinger,"(national,guard)"
242,RepKinzinger,"(brave,women)"
242,RepKinzinger,"(border,security)"
242,RepKinzinger,"(brave,women)"
242,RepKinzinger,"(please,join)"
242,RepKinzinger,"(border,patrol)"
242,RepKinzinger,"(passed,house)"
242,RepKinzinger,"(read,statement)"
242,RepKinzinger,"(law,enforcement)"
242,RepKinzinger,"(watch,live)"
242,RepKinzinger,"(federal,government)"
242,RepKinzinger,"(president,trump)"
242,RepKinzinger,"(martin,luther)"
242,RepKinzinger,"(luther,king)"
242,RepKinzinger,"(king,jr)"
242,RepKinzinger,"(opioid,epidemic)"
242,RepKinzinger,"(border,security)"
242,RepKinzinger,"(law,enforcement)"
242,RepKinzinger,"(000,jobs)"
242,RepKinzinger,"(unemployment,rate)"
242,RepKinzinger,"(loved,ones)"
242,RepKinzinger,"(farmers,ranchers)"
242,RepKinzinger,"(house,passed)"
242,RepKinzinger,"(white,house)"
242,RepKinzinger,"(president,george)"
242,RepKinzinger,"(george,bush)"
242,RepKinzinger,"(president,george)"
242,RepKinzinger,"(happy,birthday)"
242,RepKinzinger,"(president,george)"
242,RepKinzinger,"(george,bush)"
242,RepKinzinger,"(protection,act)"
242,RepKinzinger,"(million,americans)"
242,RepKinzinger,"(rural,communities)"
242,RepKinzinger,"(million,americans)"
242,RepKinzinger,"(happy,birthday)"
242,RepKinzinger,"(victims,families)"
242,RepKinzinger,"(continue,fight)"
242,RepKinzinger,"(law,enforcement)"
242,RepKinzinger,"(gt,gt)"
242,RepKinzinger,"(signed,law)"
242,RepKinzinger,"(prescription,drugs)"
242,RepKinzinger,"(prescription,drug)"
242,RepKinzinger,"(op,ed)"
242,RepKinzinger,"(rural,communities)"
242,RepKinzinger,"(op,ed)"
242,RepKinzinger,"(proud,support)"
242,RepKinzinger,"(american,workers)"
242,RepKinzinger,"(domestic,violence)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(people,deserve)"
142,RepAdamSchiff,"(health,care)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(law,enforcement)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(donald,trump)"
142,RepAdamSchiff,"(anti,semitism)"
142,RepAdamSchiff,"(gun,violence)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(human,rights)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(supreme,court)"
142,RepAdamSchiff,"(trump,administration)"
142,RepAdamSchiff,"(mueller,investigation)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(climate,change)"
142,RepAdamSchiff,"(sri,lanka)"
142,RepAdamSchiff,"(sri,lanka)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(happy,easter)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(special,counsel)"
142,RepAdamSchiff,"(counsel,mueller)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(press,conference)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(sent,letter)"
142,RepAdamSchiff,"(president,trump)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(9,11)"
142,RepAdamSchiff,"(9,11)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(9,11)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(law,enforcement)"
142,RepAdamSchiff,"(donald,trump)"
142,RepAdamSchiff,"(savethenet,act)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(million,americans)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(tax,returns)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(continue,support)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(health,care)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(clean,water)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(gun,violence)"
142,RepAdamSchiff,"(pre,existing)"
142,RepAdamSchiff,"(existing,conditions)"
142,RepAdamSchiff,"(million,americans)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(mueller,investigation)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(border,security)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(human,rights)"
142,RepAdamSchiff,"(national,emergency)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(voting,rights)"
142,RepAdamSchiff,"(house,passed)"
142,RepAdamSchiff,"(public,health)"
142,RepAdamSchiff,"(trump,administration)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(public,health)"
142,RepAdamSchiff,"(background,checks)"
142,RepAdamSchiff,"(mueller,investigation)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(people,deserve)"
142,RepAdamSchiff,"(trump,administration)"
142,RepAdamSchiff,"(attorney,barr)"
142,RepAdamSchiff,"(special,counsel)"
142,RepAdamSchiff,"(robert,mueller)"
142,RepAdamSchiff,"(border,wall)"
142,RepAdamSchiff,"(border,security)"
142,RepAdamSchiff,"(proud,cosponsor)"
142,RepAdamSchiff,"(climate,change)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(public,health)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(proud,join)"
142,RepAdamSchiff,"(human,rights)"
142,RepAdamSchiff,"(national,emergency)"
142,RepAdamSchiff,"(gun,violence)"
142,RepAdamSchiff,"(house,passed)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(house,representatives)"
142,RepAdamSchiff,"(climate,change)"
142,RepAdamSchiff,"(climate,change)"
142,RepAdamSchiff,"(proud,support)"
142,RepAdamSchiff,"(judiciary,committee)"
142,RepAdamSchiff,"(background,checks)"
142,RepAdamSchiff,"(common,sense)"
142,RepAdamSchiff,"(special,counsel)"
142,RepAdamSchiff,"(counsel,mueller)"
142,RepAdamSchiff,"(donald,trump)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(southern,border)"
142,RepAdamSchiff,"(national,emergency)"
142,RepAdamSchiff,"(rule,law)"
142,RepAdamSchiff,"(house,democrats)"
142,RepAdamSchiff,"(paycheck,fairness)"
142,RepAdamSchiff,"(fairness,act)"
142,RepAdamSchiff,"(equal,pay)"
142,RepAdamSchiff,"(white,house)"
142,RepAdamSchiff,"(family,friends)"
142,RepAdamSchiff,"(special,counsel)"
142,RepAdamSchiff,"(donald,trump)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(federal,employees)"
142,RepAdamSchiff,"(reopen,government)"
142,RepAdamSchiff,"(federal,workers)"
142,RepAdamSchiff,"(reopen,government)"
142,RepAdamSchiff,"(supreme,court)"
142,RepAdamSchiff,"(donald,trump)"
142,RepAdamSchiff,"(federal,employees)"
142,RepAdamSchiff,"(reopen,government)"
142,RepAdamSchiff,"(martin,luther)"
142,RepAdamSchiff,"(luther,king)"
142,RepAdamSchiff,"(king,jr)"
142,RepAdamSchiff,"(continue,fight)"
142,RepAdamSchiff,"(federal,workers)"
142,RepAdamSchiff,"(national,security)"
142,RepAdamSchiff,"(looking,forward)"
142,RepAdamSchiff,"(mueller,report)"
142,RepAdamSchiff,"(house,senate)"
142,RepAdamSchiff,"(health,care)"
142,RepAdamSchiff,"(southern,border)"
142,RepAdamSchiff,"(trump,campaign)"
142,RepAdamSchiff,"(american,people)"
142,RepAdamSchiff,"(federal,workers)"
142,RepAdamSchiff,"(trump,administration)"
142,RepAdamSchiff,"(trump,admin)"
142,RepAdamSchiff,"(affordable,care)"
142,RepAdamSchiff,"(care,act)"
142,RepAdamSchiff,"(million,americans)"
142,RepAdamSchiff,"(pre,existing)"
142,RepAdamSchiff,"(existing,conditions)"
142,RepAdamSchiff,"(federal,government)"
528,RepAdamSmith,"(look,forward)"
528,RepAdamSmith,"(forward,continuing)"
528,RepAdamSmith,"(town,hall)"
528,RepAdamSmith,"(climate,change)"
528,RepAdamSmith,"(trump,administration)"
528,RepAdamSmith,"(paris,agreement)"
528,RepAdamSmith,"(climate,crisis)"
528,RepAdamSmith,"(past,time)"
528,RepAdamSmith,"(trump,administration)"
528,RepAdamSmith,"(family,friends)"
528,RepAdamSmith,"(immigration,system)"
528,RepAdamSmith,"(climate,crisis)"
528,RepAdamSmith,"(mental,health)"
528,RepAdamSmith,"(school,students)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(proud,join)"
528,RepAdamSmith,"(capitol,hill)"
528,RepAdamSmith,"(public,service)"
528,RepAdamSmith,"(civil,rights)"
528,RepAdamSmith,"(free,internet)"
528,RepAdamSmith,"(house,democrats)"
528,RepAdamSmith,"(savethenet,act)"
528,RepAdamSmith,"(medical,care)"
528,RepAdamSmith,"(school,students)"
528,RepAdamSmith,"(congressional,art)"
528,RepAdamSmith,"(art,competition)"
528,RepAdamSmith,"(sexual,assault)"
528,RepAdamSmith,"(sexual,assault)"
528,RepAdamSmith,"(domestic,violence)"
528,RepAdamSmith,"(trump,administration)"
528,RepAdamSmith,"(humanitarian,crisis)"
528,RepAdamSmith,"(law,enforcement)"
528,RepAdamSmith,"(access,quality)"
528,RepAdamSmith,"(quality,affordable)"
528,RepAdamSmith,"(affordable,health)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(pre,existing)"
528,RepAdamSmith,"(existing,conditions)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(paycheck,fairness)"
528,RepAdamSmith,"(fairness,act)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(clean,water)"
528,RepAdamSmith,"(access,quality)"
528,RepAdamSmith,"(national,park)"
528,RepAdamSmith,"(public,lands)"
528,RepAdamSmith,"(common,sense)"
528,RepAdamSmith,"(proud,join)"
528,RepAdamSmith,"(join,colleagues)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(proud,cosponsor)"
528,RepAdamSmith,"(equal,pay)"
528,RepAdamSmith,"(border,wall)"
528,RepAdamSmith,"(read,statement)"
528,RepAdamSmith,"(mueller,investigation)"
528,RepAdamSmith,"(american,people)"
528,RepAdamSmith,"(ag,barr)"
528,RepAdamSmith,"(victims,families)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(free,internet)"
528,RepAdamSmith,"(savethenet,act)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(violence,women)"
528,RepAdamSmith,"(women,act)"
528,RepAdamSmith,"(domestic,violence)"
528,RepAdamSmith,"(sexual,assault)"
528,RepAdamSmith,"(proud,support)"
528,RepAdamSmith,"(save,lives)"
528,RepAdamSmith,"(proud,support)"
528,RepAdamSmith,"(read,statement)"
528,RepAdamSmith,"(forthepeople,act)"
528,RepAdamSmith,"(american,people)"
528,RepAdamSmith,"(voting,rights)"
528,RepAdamSmith,"(federal,government)"
528,RepAdamSmith,"(proud,stand)"
528,RepAdamSmith,"(human,rights)"
528,RepAdamSmith,"(human,rights)"
528,RepAdamSmith,"(civil,rights)"
528,RepAdamSmith,"(school,students)"
528,RepAdamSmith,"(2019,congressional)"
528,RepAdamSmith,"(congressional,art)"
528,RepAdamSmith,"(art,competition)"
528,RepAdamSmith,"(past,time)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(task,force)"
528,RepAdamSmith,"(task,force)"
528,RepAdamSmith,"(law,enforcement)"
528,RepAdamSmith,"(gun,violence)"
528,RepAdamSmith,"(common,sense)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(federal,government)"
528,RepAdamSmith,"(read,statement)"
528,RepAdamSmith,"(background,checks)"
528,RepAdamSmith,"(gun,violence)"
528,RepAdamSmith,"(background,checks)"
528,RepAdamSmith,"(public,lands)"
528,RepAdamSmith,"(clean,energy)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(proud,join)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(house,democrats)"
528,RepAdamSmith,"(national,emergency)"
528,RepAdamSmith,"(national,emergency)"
528,RepAdamSmith,"(emergency,declaration)"
528,RepAdamSmith,"(president,trump)"
528,RepAdamSmith,"(public,lands)"
528,RepAdamSmith,"(trump,administration)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(care,system)"
528,RepAdamSmith,"(proud,join)"
528,RepAdamSmith,"(public,health)"
528,RepAdamSmith,"(martin,luther)"
528,RepAdamSmith,"(luther,king)"
528,RepAdamSmith,"(king,jr)"
528,RepAdamSmith,"(continue,fight)"
528,RepAdamSmith,"(national,security)"
528,RepAdamSmith,"(national,security)"
528,RepAdamSmith,"(national,security)"
528,RepAdamSmith,"(border,wall)"
528,RepAdamSmith,"(national,security)"
528,RepAdamSmith,"(southern,border)"
528,RepAdamSmith,"(southern,border)"
528,RepAdamSmith,"(national,emergency)"
528,RepAdamSmith,"(southern,border)"
528,RepAdamSmith,"(president,trump)"
528,RepAdamSmith,"(martin,luther)"
528,RepAdamSmith,"(luther,king)"
528,RepAdamSmith,"(king,jr)"
528,RepAdamSmith,"(civil,rights)"
528,RepAdamSmith,"(climate,change)"
528,RepAdamSmith,"(look,forward)"
528,RepAdamSmith,"(forward,continuing)"
528,RepAdamSmith,"(government,shutdown)"
528,RepAdamSmith,"(read,statement)"
528,RepAdamSmith,"(president,trump)"
528,RepAdamSmith,"(national,emergency)"
528,RepAdamSmith,"(border,wall)"
528,RepAdamSmith,"(federal,employees)"
528,RepAdamSmith,"(gun,violence)"
528,RepAdamSmith,"(proud,support)"
528,RepAdamSmith,"(background,checks)"
528,RepAdamSmith,"(lives,lost)"
528,RepAdamSmith,"(humanitarian,crisis)"
528,RepAdamSmith,"(family,friends)"
528,RepAdamSmith,"(look,forward)"
528,RepAdamSmith,"(forward,continuing)"
528,RepAdamSmith,"(affordable,housing)"
528,RepAdamSmith,"(health,care)"
528,RepAdamSmith,"(proud,support)"
528,RepAdamSmith,"(climate,change)"
528,RepAdamSmith,"(child,care)"
528,RepAdamSmith,"(care,act)"
528,RepAdamSmith,"(public,service)"
528,RepAdamSmith,"(climate,change)"
528,RepAdamSmith,"(trump,admin)"
528,RepAdamSmith,"(read,statement)"
528,RepAdamSmith,"(middle,class)"
528,RepAdamSmith,"(border,wall)"
528,RepAdamSmith,"(president,trump)"
528,RepAdamSmith,"(proud,join)"
528,RepAdamSmith,"(house,dems)"
528,RepAdamSmith,"(trump,admin)"
528,RepAdamSmith,"(civil,rights)"
339,RepAdrianSmith,"(economic,development)"
339,RepAdrianSmith,"(social,security)"
339,RepAdrianSmith,"(mobile,office)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(millions,americans)"
339,RepAdrianSmith,"(social,security)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(economic,growth)"
339,RepAdrianSmith,"(sri,lanka)"
339,RepAdrianSmith,"(happy,easter)"
339,RepAdrianSmith,"(prescription,drugs)"
339,RepAdrianSmith,"(bipartisan,legislation)"
339,RepAdrianSmith,"(tax,cuts)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(family,friends)"
339,RepAdrianSmith,"(act,2019)"
339,RepAdrianSmith,"(congressional,delegation)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(look,forward)"
339,RepAdrianSmith,"(pro,growth)"
339,RepAdrianSmith,"(tax,returns)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(town,hall)"
339,RepAdrianSmith,"(disaster,relief)"
339,RepAdrianSmith,"(white,house)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(house,floor)"
339,RepAdrianSmith,"(special,counsel)"
339,RepAdrianSmith,"(issues,facing)"
339,RepAdrianSmith,"(move,forward)"
339,RepAdrianSmith,"(farmers,ranchers)"
339,RepAdrianSmith,"(farmers,ranchers)"
339,RepAdrianSmith,"(rural,communities)"
339,RepAdrianSmith,"(emergency,declaration)"
339,RepAdrianSmith,"(farmers,ranchers)"
339,RepAdrianSmith,"(farmers,ranchers)"
339,RepAdrianSmith,"(farmers,ranchers)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(taking,time)"
339,RepAdrianSmith,"(tax,cuts)"
339,RepAdrianSmith,"(middle,class)"
339,RepAdrianSmith,"(american,workers)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(economic,development)"
339,RepAdrianSmith,"(house,democrats)"
339,RepAdrianSmith,"(house,democrats)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(social,security)"
339,RepAdrianSmith,"(health,care)"
339,RepAdrianSmith,"(proud,support)"
339,RepAdrianSmith,"(social,security)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(health,care)"
339,RepAdrianSmith,"(look,forward)"
339,RepAdrianSmith,"(federal,agency)"
339,RepAdrianSmith,"(social,security)"
339,RepAdrianSmith,"(southern,border)"
339,RepAdrianSmith,"(health,care)"
339,RepAdrianSmith,"(thank,service)"
339,RepAdrianSmith,"(health,care)"
339,RepAdrianSmith,"(middle,class)"
339,RepAdrianSmith,"(health,care)"
339,RepAdrianSmith,"(million,americans)"
339,RepAdrianSmith,"(mobile,office)"
339,RepAdrianSmith,"(tax,returns)"
339,RepAdrianSmith,"(house,representatives)"
339,RepAdrianSmith,"(house,floor)"
